team,opp_team,gamedate,game_number,offensive_rebounds,off_rebound_chances,Offensive_rebound_perc
LAL,DEN,2022-10-26,4,8,54,0.1481481481481481
MIA,POR,2022-10-26,5,18,45,0.4
POR,MIA,2022-10-26,5,14,48,0.2916666666666667
SAC,MEM,2022-10-27,4,9,44,0.2045454545454545
MEM,SAC,2022-10-27,5,14,46,0.3043478260869565
GSW,MIA,2022-10-27,5,21,47,0.4468085106382978
MIA,GSW,2022-10-27,6,12,51,0.2352941176470588
LAC,OKC,2022-10-27,5,12,40,0.3
OKC,LAC,2022-10-27,5,14,49,0.2857142857142857
DAL,BKN,2022-10-27,4,10,44,0.2272727272727272
BKN,DAL,2022-10-27,5,18,52,0.3461538461538461
HOU,POR,2022-10-28,6,19,57,0.3333333333333333
POR,HOU,2022-10-28,6,13,46,0.2826086956521739
DEN,UTA,2022-10-28,6,19,54,0.3518518518518518
UTA,DEN,2022-10-28,6,13,55,0.2363636363636363
NOP,PHX,2022-10-28,5,13,48,0.2708333333333333
PHX,NOP,2022-10-28,5,17,44,0.3863636363636363
CHI,SAS,2022-10-28,6,20,54,0.3703703703703703
SAS,CHI,2022-10-28,6,14,42,0.3333333333333333
LAL,MIN,2022-10-28,5,16,54,0.2962962962962963
MIN,LAL,2022-10-28,6,15,61,0.2459016393442623
MIL,NYK,2022-10-28,4,24,69,0.3478260869565217
NYK,MIL,2022-10-28,5,19,63,0.3015873015873015
IND,WAS,2022-10-28,6,10,40,0.25
WAS,IND,2022-10-28,5,11,47,0.2340425531914893
PHI,TOR,2022-10-28,6,8,39,0.2051282051282051
TOR,PHI,2022-10-28,6,22,59,0.3728813559322034
BOS,CLE,2022-10-28,5,9,44,0.2045454545454545
CLE,BOS,2022-10-28,5,11,46,0.2391304347826087
ORL,CHA,2022-10-28,6,7,46,0.1521739130434782
CHA,ORL,2022-10-28,5,12,59,0.2033898305084746
ATL,DET,2022-10-28,5,15,45,0.3333333333333333
DET,ATL,2022-10-28,6,19,54,0.3518518518518518
MIA,SAC,2022-10-29,7,14,53,0.2641509433962264
SAC,MIA,2022-10-29,5,8,39,0.2051282051282051
GSW,CHA,2022-10-29,6,13,58,0.2241379310344827
CHA,GSW,2022-10-29,6,20,62,0.3225806451612903
BKN,IND,2022-10-29,6,7,43,0.1627906976744186
IND,BKN,2022-10-29,7,25,56,0.4464285714285714
ATL,MIL,2022-10-29,6,15,51,0.2941176470588235
MIL,ATL,2022-10-29,5,18,51,0.3529411764705882
CHI,PHI,2022-10-29,7,10,45,0.2222222222222222
PHI,CHI,2022-10-29,7,10,44,0.2272727272727272
DAL,OKC,2022-10-29,5,17,59,0.288135593220339
OKC,DAL,2022-10-29,6,12,49,0.2448979591836734
UTA,MEM,2022-10-29,7,13,44,0.2954545454545454
MEM,UTA,2022-10-29,6,13,40,0.325
NOP,LAC,2022-10-30,6,17,48,0.3541666666666667
LAC,NOP,2022-10-30,6,14,54,0.2592592592592592
BOS,WAS,2022-10-30,6,8,44,0.1818181818181818
WAS,BOS,2022-10-30,6,19,63,0.3015873015873015
CLE,NYK,2022-10-30,6,14,50,0.28
NYK,CLE,2022-10-30,6,16,51,0.3137254901960784
GSW,DET,2022-10-30,7,16,54,0.2962962962962963
DET,GSW,2022-10-30,7,15,46,0.3260869565217391
MIN,SAS,2022-10-30,7,22,63,0.3492063492063492
SAS,MIN,2022-10-30,7,19,52,0.3653846153846153
DAL,ORL,2022-10-30,6,8,46,0.1739130434782608
ORL,DAL,2022-10-30,7,16,49,0.3265306122448979
DEN,LAL,2022-10-30,7,16,57,0.2807017543859649
LAL,DEN,2022-10-30,6,16,52,0.3076923076923077
HOU,PHX,2022-10-30,7,19,51,0.3725490196078431
PHX,HOU,2022-10-30,6,12,44,0.2727272727272727
SAC,CHA,2022-10-31,6,16,48,0.3333333333333333
CHA,SAC,2022-10-31,7,11,45,0.2444444444444444
PHI,WAS,2022-10-31,8,7,41,0.1707317073170731
WAS,PHI,2022-10-31,7,9,43,0.2093023255813953
BKN,IND,2022-10-31,7,8,38,0.2105263157894736
IND,BKN,2022-10-31,8,17,51,0.3333333333333333
MIL,DET,2022-10-31,6,18,51,0.3529411764705882
DET,MIL,2022-10-31,8,16,52,0.3076923076923077
ATL,TOR,2022-10-31,7,12,47,0.2553191489361702
TOR,ATL,2022-10-31,7,16,49,0.3265306122448979
HOU,LAC,2022-10-31,8,16,57,0.2807017543859649
LAC,HOU,2022-10-31,7,12,52,0.2307692307692307
UTA,MEM,2022-10-31,8,12,50,0.24
MEM,UTA,2022-10-31,7,23,64,0.359375
CHI,BKN,2022-11-01,8,15,51,0.2941176470588235
BKN,CHI,2022-11-01,8,7,40,0.175
GSW,MIA,2022-11-01,8,14,48,0.2916666666666667
MIA,GSW,2022-11-01,8,14,48,0.2916666666666667
ORL,OKC,2022-11-01,8,15,48,0.3125
OKC,ORL,2022-11-01,7,13,53,0.2452830188679245
MIN,PHX,2022-11-01,8,19,52,0.3653846153846153
PHX,MIN,2022-11-01,7,13,49,0.2653061224489796
NOP,LAL,2022-11-02,7,12,58,0.2068965517241379
LAL,NOP,2022-11-02,7,13,55,0.2363636363636363
PHI,WAS,2022-11-02,9,9,48,0.1875
WAS,PHI,2022-11-02,8,7,35,0.2
MIA,SAC,2022-11-02,9,10,46,0.217391304347826
SAC,MIA,2022-11-02,7,9,47,0.1914893617021276
BOS,CLE,2022-11-02,7,12,55,0.2181818181818181
CLE,BOS,2022-11-02,7,12,59,0.2033898305084746
ATL,NYK,2022-11-02,8,24,66,0.3636363636363636
NYK,ATL,2022-11-02,7,16,54,0.2962962962962963
CHI,CHA,2022-11-02,9,15,51,0.2941176470588235
CHA,CHI,2022-11-02,8,16,60,0.2666666666666666
HOU,LAC,2022-11-02,9,19,55,0.3454545454545454
LAC,HOU,2022-11-02,8,10,45,0.2222222222222222
MIL,DET,2022-11-02,7,16,52,0.3076923076923077
DET,MIL,2022-11-02,9,6,46,0.1304347826086956
DAL,UTA,2022-11-02,7,12,45,0.2666666666666666
UTA,DAL,2022-11-02,9,15,46,0.3260869565217391
SAS,TOR,2022-11-02,8,15,57,0.2631578947368421
TOR,SAS,2022-11-02,8,15,49,0.3061224489795918
POR,MEM,2022-11-02,7,18,56,0.3214285714285714
MEM,POR,2022-11-02,8,12,47,0.2553191489361702
DEN,OKC,2022-11-03,8,9,40,0.225
OKC,DEN,2022-11-03,8,11,50,0.22
GSW,ORL,2022-11-03,9,15,51,0.2941176470588235
ORL,GSW,2022-11-03,9,15,43,0.3488372093023256
PHX,POR,2022-11-04,8,14,47,0.2978723404255319
POR,PHX,2022-11-04,8,15,43,0.3488372093023256
MIL,MIN,2022-11-04,8,10,51,0.196078431372549
MIN,MIL,2022-11-04,9,11,57,0.1929824561403508
NOP,GSW,2022-11-04,8,14,42,0.3333333333333333
GSW,NOP,2022-11-04,10,7,37,0.1891891891891892
DAL,TOR,2022-11-04,8,13,41,0.3170731707317073
TOR,DAL,2022-11-04,9,23,51,0.4509803921568627
LAC,SAS,2022-11-04,9,7,39,0.1794871794871795
SAS,LAC,2022-11-04,9,9,53,0.1698113207547169
MEM,CHA,2022-11-04,9,19,49,0.3877551020408163
CHA,MEM,2022-11-04,9,14,56,0.25
BOS,CHI,2022-11-04,8,11,44,0.25
CHI,BOS,2022-11-04,10,9,42,0.2142857142857142
BKN,WAS,2022-11-04,9,8,40,0.2
WAS,BKN,2022-11-04,9,12,55,0.2181818181818181
NYK,PHI,2022-11-04,8,14,45,0.3111111111111111
PHI,NYK,2022-11-04,10,20,65,0.3076923076923077
MIA,IND,2022-11-04,10,12,50,0.24
IND,MIA,2022-11-04,9,8,46,0.1739130434782608
CLE,DET,2022-11-04,8,13,39,0.3333333333333333
DET,CLE,2022-11-04,10,12,52,0.2307692307692307
LAL,UTA,2022-11-04,8,12,45,0.2666666666666666
UTA,LAL,2022-11-04,10,19,52,0.3653846153846153
BKN,CHA,2022-11-05,10,13,51,0.2549019607843137
CHA,BKN,2022-11-05,10,19,55,0.3454545454545454
ORL,SAC,2022-11-05,10,9,42,0.2142857142857142
SAC,ORL,2022-11-05,8,8,51,0.1568627450980392
ATL,NOP,2022-11-05,9,16,58,0.2758620689655172
NOP,ATL,2022-11-05,9,24,64,0.375
BOS,NYK,2022-11-05,9,9,41,0.2195121951219512
NYK,BOS,2022-11-05,9,14,45,0.3111111111111111
PHX,POR,2022-11-05,9,15,48,0.3125
POR,PHX,2022-11-05,9,14,52,0.2692307692307692
HOU,MIN,2022-11-05,10,18,48,0.375
MIN,HOU,2022-11-05,10,9,33,0.2727272727272727
DEN,SAS,2022-11-05,9,13,37,0.3513513513513513
SAS,DEN,2022-11-05,10,8,46,0.1739130434782608
MIL,OKC,2022-11-05,9,21,53,0.3962264150943396
OKC,MIL,2022-11-05,9,10,49,0.2040816326530612
CLE,LAL,2022-11-06,9,14,49,0.2857142857142857
LAL,CLE,2022-11-06,9,12,53,0.2264150943396226
LAC,UTA,2022-11-06,10,10,47,0.2127659574468085
UTA,LAC,2022-11-06,11,10,41,0.2439024390243902
MEM,WAS,2022-11-06,10,16,55,0.2909090909090909
WAS,MEM,2022-11-06,10,16,58,0.2758620689655172
CHI,TOR,2022-11-06,11,17,49,0.3469387755102041
TOR,CHI,2022-11-06,10,26,60,0.4333333333333333
WAS,CHA,2022-11-07,11,12,42,0.2857142857142857
CHA,WAS,2022-11-07,11,22,61,0.360655737704918
HOU,ORL,2022-11-07,11,18,46,0.391304347826087
ORL,HOU,2022-11-07,11,15,41,0.3658536585365853
OKC,DET,2022-11-07,10,19,64,0.296875
DET,OKC,2022-11-07,11,24,58,0.4137931034482758
NOP,IND,2022-11-07,10,14,50,0.28
IND,NOP,2022-11-07,10,13,45,0.2888888888888888
PHI,PHX,2022-11-07,11,19,51,0.3725490196078431
PHX,PHI,2022-11-07,10,8,43,0.1860465116279069
ATL,MIL,2022-11-07,10,18,56,0.3214285714285714
MIL,ATL,2022-11-07,10,12,51,0.2352941176470588
MIA,POR,2022-11-07,11,9,46,0.1956521739130435
POR,MIA,2022-11-07,10,5,35,0.1428571428571428
CHI,TOR,2022-11-07,12,10,38,0.2631578947368421
TOR,CHI,2022-11-07,11,8,51,0.1568627450980392
BOS,MEM,2022-11-07,10,10,48,0.2083333333333333
MEM,BOS,2022-11-07,11,12,52,0.2307692307692307
DEN,SAS,2022-11-07,10,16,45,0.3555555555555555
SAS,DEN,2022-11-07,11,11,43,0.2558139534883721
MIN,NYK,2022-11-07,11,9,44,0.2045454545454545
NYK,MIN,2022-11-07,10,16,52,0.3076923076923077
DAL,BKN,2022-11-07,9,18,42,0.4285714285714285
BKN,DAL,2022-11-07,11,16,47,0.3404255319148936
GSW,SAC,2022-11-07,11,10,46,0.217391304347826
SAC,GSW,2022-11-07,9,13,57,0.2280701754385964
LAL,UTA,2022-11-07,10,9,43,0.2093023255813953
UTA,LAL,2022-11-07,12,16,45,0.3555555555555555
CLE,LAC,2022-11-07,10,13,43,0.3023255813953488
LAC,CLE,2022-11-07,11,4,43,0.0930232558139534
CLE,SAC,2022-11-09,11,17,41,0.4146341463414634
SAC,CLE,2022-11-09,10,5,37,0.1351351351351351
POR,CHA,2022-11-09,11,13,40,0.325
CHA,POR,2022-11-09,12,22,60,0.3666666666666666
DEN,IND,2022-11-09,11,13,47,0.2765957446808511
IND,DEN,2022-11-09,11,14,53,0.2641509433962264
ATL,UTA,2022-11-09,11,21,59,0.3559322033898305
UTA,ATL,2022-11-09,13,16,54,0.2962962962962963
DAL,ORL,2022-11-09,10,7,57,0.1228070175438596
ORL,DAL,2022-11-09,12,10,40,0.25
BKN,NYK,2022-11-09,12,12,49,0.2448979591836734
NYK,BKN,2022-11-09,11,14,63,0.2222222222222222
BOS,DET,2022-11-09,11,9,43,0.2093023255813953
DET,BOS,2022-11-09,12,18,55,0.3272727272727272
HOU,TOR,2022-11-09,12,18,49,0.3673469387755102
TOR,HOU,2022-11-09,12,29,63,0.4603174603174603
NOP,CHI,2022-11-09,11,16,46,0.3478260869565217
CHI,NOP,2022-11-09,13,7,44,0.1590909090909091
MIN,PHX,2022-11-09,12,8,40,0.2
PHX,MIN,2022-11-09,11,15,50,0.3
MIL,OKC,2022-11-09,11,16,57,0.2807017543859649
OKC,MIL,2022-11-09,11,19,64,0.296875
LAC,LAL,2022-11-09,12,8,43,0.1860465116279069
LAL,LAC,2022-11-09,11,12,50,0.24
SAS,MEM,2022-11-09,12,18,54,0.3333333333333333
MEM,SAS,2022-11-09,12,20,48,0.4166666666666667
NOP,POR,2022-11-10,12,13,49,0.2653061224489796
POR,NOP,2022-11-10,12,13,50,0.26
MIA,CHA,2022-11-10,12,10,55,0.1818181818181818
CHA,MIA,2022-11-10,13,14,49,0.2857142857142857
ATL,PHI,2022-11-10,12,12,50,0.24
PHI,ATL,2022-11-10,12,9,54,0.1666666666666666
DAL,WAS,2022-11-10,11,10,54,0.1851851851851851
WAS,DAL,2022-11-10,12,9,44,0.2045454545454545
MIN,MEM,2022-11-11,13,10,44,0.2272727272727272
MEM,MIN,2022-11-11,13,20,49,0.4081632653061224
MIL,SAS,2022-11-11,12,28,71,0.3943661971830985
SAS,MIL,2022-11-11,13,14,43,0.3255813953488372
OKC,TOR,2022-11-11,12,18,44,0.4090909090909091
TOR,OKC,2022-11-11,13,18,52,0.3461538461538461
NYK,DET,2022-11-11,12,20,54,0.3703703703703703
DET,NYK,2022-11-11,13,15,47,0.3191489361702128
ORL,PHX,2022-11-11,13,11,40,0.275
PHX,ORL,2022-11-11,12,17,58,0.293103448275862
BOS,DEN,2022-11-11,12,12,41,0.2926829268292683
DEN,BOS,2022-11-11,12,15,53,0.2830188679245283
CLE,GSW,2022-11-11,12,17,57,0.2982456140350877
GSW,CLE,2022-11-11,12,8,43,0.1860465116279069
LAL,SAC,2022-11-11,12,17,48,0.3541666666666667
SAC,LAL,2022-11-11,11,13,42,0.3095238095238095
LAC,BKN,2022-11-12,13,15,53,0.2830188679245283
BKN,LAC,2022-11-12,13,8,46,0.1739130434782608
UTA,WAS,2022-11-12,14,11,51,0.2156862745098039
WAS,UTA,2022-11-12,13,7,45,0.1555555555555555
BOS,DET,2022-11-12,13,12,54,0.2222222222222222
DET,BOS,2022-11-12,14,15,52,0.2884615384615384
IND,TOR,2022-11-12,12,15,43,0.3488372093023256
TOR,IND,2022-11-12,14,18,60,0.3
ATL,PHI,2022-11-12,13,20,52,0.3846153846153846
PHI,ATL,2022-11-12,13,6,38,0.1578947368421052
DAL,POR,2022-11-12,12,10,44,0.2272727272727272
POR,DAL,2022-11-12,13,14,48,0.2916666666666667
MIA,CHA,2022-11-12,13,12,46,0.2608695652173913
CHA,MIA,2022-11-12,14,7,46,0.1521739130434782
NOP,HOU,2022-11-12,13,13,46,0.2826086956521739
HOU,NOP,2022-11-12,13,13,42,0.3095238095238095
NYK,OKC,2022-11-13,13,16,51,0.3137254901960784
OKC,NYK,2022-11-13,13,9,34,0.2647058823529412
CLE,MIN,2022-11-13,13,17,55,0.3090909090909091
MIN,CLE,2022-11-13,14,11,39,0.282051282051282
MEM,WAS,2022-11-13,14,20,60,0.3333333333333333
WAS,MEM,2022-11-13,14,13,54,0.2407407407407407
CHI,DEN,2022-11-13,14,10,42,0.238095238095238
DEN,CHI,2022-11-13,13,5,35,0.1428571428571428
PHI,UTA,2022-11-13,14,11,46,0.2391304347826087
UTA,PHI,2022-11-13,15,28,62,0.4516129032258064
LAL,BKN,2022-11-13,13,15,48,0.3125
BKN,LAL,2022-11-13,14,12,48,0.25
GSW,SAC,2022-11-13,13,11,49,0.2244897959183673
SAC,GSW,2022-11-13,12,13,48,0.2708333333333333
TOR,DET,2022-11-14,15,13,42,0.3095238095238095
DET,TOR,2022-11-14,15,18,48,0.375
ORL,CHA,2022-11-14,14,26,54,0.4814814814814814
CHA,ORL,2022-11-14,15,18,48,0.375
BOS,OKC,2022-11-14,14,11,53,0.2075471698113207
OKC,BOS,2022-11-14,14,14,53,0.2641509433962264
HOU,LAC,2022-11-14,14,15,53,0.2830188679245283
LAC,HOU,2022-11-14,14,12,42,0.2857142857142857
MIA,PHX,2022-11-14,14,20,46,0.4347826086956521
PHX,MIA,2022-11-14,13,25,52,0.4807692307692308
ATL,MIL,2022-11-14,14,14,50,0.28
MIL,ATL,2022-11-14,13,17,52,0.3269230769230769
GSW,SAS,2022-11-14,14,8,41,0.1951219512195122
SAS,GSW,2022-11-14,14,28,67,0.417910447761194
DAL,LAC,2022-11-15,13,9,51,0.1764705882352941
LAC,DAL,2022-11-15,15,4,33,0.1212121212121212
NOP,MEM,2022-11-15,14,10,50,0.2
MEM,NOP,2022-11-15,15,17,57,0.2982456140350877
NYK,UTA,2022-11-15,14,17,53,0.320754716981132
UTA,NYK,2022-11-15,16,16,49,0.3265306122448979
POR,SAS,2022-11-15,14,11,40,0.275
SAS,POR,2022-11-15,15,13,45,0.2888888888888888
BKN,SAC,2022-11-15,15,5,41,0.1219512195121951
SAC,BKN,2022-11-15,13,14,41,0.3414634146341463
GSW,PHX,2022-11-16,15,9,50,0.18
PHX,GSW,2022-11-16,14,8,43,0.1860465116279069
IND,CHA,2022-11-16,13,8,39,0.2051282051282051
CHA,IND,2022-11-16,16,19,51,0.3725490196078431
MIN,ORL,2022-11-16,15,10,45,0.2222222222222222
ORL,MIN,2022-11-16,15,16,51,0.3137254901960784
OKC,WAS,2022-11-16,15,9,40,0.225
WAS,OKC,2022-11-16,15,13,42,0.3095238095238095
ATL,BOS,2022-11-16,15,16,61,0.2622950819672131
BOS,ATL,2022-11-16,15,7,40,0.175
MIA,TOR,2022-11-16,15,6,33,0.1818181818181818
TOR,MIA,2022-11-16,16,19,45,0.4222222222222222
CLE,MIL,2022-11-16,14,8,49,0.1632653061224489
MIL,CLE,2022-11-16,14,20,51,0.392156862745098
NOP,CHI,2022-11-16,15,14,44,0.3181818181818182
CHI,NOP,2022-11-16,15,11,47,0.2340425531914893
DAL,HOU,2022-11-16,14,19,71,0.2676056338028169
HOU,DAL,2022-11-16,15,12,41,0.2926829268292683
DEN,NYK,2022-11-16,14,12,48,0.25
NYK,DEN,2022-11-16,15,12,51,0.2352941176470588
LAC,DET,2022-11-17,16,15,50,0.3
DET,LAC,2022-11-17,16,15,59,0.2542372881355932
SAC,SAS,2022-11-17,14,8,35,0.2285714285714285
SAS,SAC,2022-11-17,16,9,40,0.225
BKN,POR,2022-11-17,16,8,39,0.2051282051282051
POR,BKN,2022-11-17,15,17,61,0.2786885245901639
GSW,NYK,2022-11-18,16,17,54,0.3148148148148148
NYK,GSW,2022-11-18,16,17,58,0.293103448275862
PHX,UTA,2022-11-18,15,18,46,0.391304347826087
UTA,PHX,2022-11-18,17,14,46,0.3043478260869565
BOS,NOP,2022-11-18,16,13,45,0.2888888888888888
NOP,BOS,2022-11-18,16,8,45,0.1777777777777777
DAL,DEN,2022-11-18,15,6,32,0.1875
DEN,DAL,2022-11-18,15,15,56,0.2678571428571428
OKC,MEM,2022-11-18,16,11,53,0.2075471698113207
MEM,OKC,2022-11-18,16,21,60,0.35
HOU,IND,2022-11-18,16,21,58,0.3620689655172414
IND,HOU,2022-11-18,14,14,52,0.2692307692307692
CHI,ORL,2022-11-18,16,15,50,0.3
ORL,CHI,2022-11-18,16,7,40,0.175
MIL,PHI,2022-11-18,15,12,53,0.2264150943396226
PHI,MIL,2022-11-18,15,7,43,0.1627906976744186
CLE,CHA,2022-11-18,15,10,47,0.2127659574468085
CHA,CLE,2022-11-18,17,23,69,0.3333333333333333
MIA,WAS,2022-11-18,16,17,66,0.2575757575757575
WAS,MIA,2022-11-18,16,11,57,0.1929824561403508
LAL,DET,2022-11-18,14,8,38,0.2105263157894736
DET,LAL,2022-11-18,17,12,50,0.24
ATL,TOR,2022-11-19,16,12,50,0.24
TOR,ATL,2022-11-19,17,20,62,0.3225806451612903
ORL,IND,2022-11-19,17,19,56,0.3392857142857143
IND,ORL,2022-11-19,15,18,51,0.3529411764705882
MIN,PHI,2022-11-19,16,11,48,0.2291666666666666
PHI,MIN,2022-11-19,16,4,40,0.1
POR,UTA,2022-11-19,16,14,47,0.2978723404255319
UTA,POR,2022-11-19,18,14,49,0.2857142857142857
LAC,SAS,2022-11-19,17,10,40,0.25
SAS,LAC,2022-11-19,17,17,51,0.3333333333333333
NYK,PHX,2022-11-20,17,14,53,0.2641509433962264
PHX,NYK,2022-11-20,16,27,60,0.45
WAS,CHA,2022-11-20,17,18,55,0.3272727272727272
CHA,WAS,2022-11-20,18,25,63,0.3968253968253968
SAC,DET,2022-11-20,15,12,39,0.3076923076923077
DET,SAC,2022-11-20,18,10,44,0.2272727272727272
BKN,MEM,2022-11-20,17,5,36,0.1388888888888889
MEM,BKN,2022-11-20,17,18,64,0.28125
CLE,MIA,2022-11-20,16,17,39,0.4358974358974359
MIA,CLE,2022-11-20,17,13,50,0.26
DAL,DEN,2022-11-20,16,8,48,0.1666666666666666
DEN,DAL,2022-11-20,16,10,43,0.2325581395348837
GSW,HOU,2022-11-20,17,9,43,0.2093023255813953
HOU,GSW,2022-11-20,17,16,51,0.3137254901960784
LAL,SAS,2022-11-20,15,8,41,0.1951219512195122
SAS,LAL,2022-11-20,18,16,69,0.2318840579710145
ATL,CLE,2022-11-21,17,15,50,0.3
CLE,ATL,2022-11-21,17,4,29,0.1379310344827586
BOS,CHI,2022-11-21,17,7,52,0.1346153846153846
CHI,BOS,2022-11-21,17,13,47,0.2765957446808511
NOP,GSW,2022-11-21,17,14,47,0.2978723404255319
GSW,NOP,2022-11-21,18,8,47,0.1702127659574468
MIA,MIN,2022-11-21,18,17,57,0.2982456140350877
MIN,MIA,2022-11-21,17,9,48,0.1875
MIL,POR,2022-11-21,16,11,42,0.2619047619047619
POR,MIL,2022-11-21,17,15,51,0.2941176470588235
ORL,IND,2022-11-21,18,14,51,0.2745098039215686
IND,ORL,2022-11-21,16,15,45,0.3333333333333333
NYK,OKC,2022-11-21,18,19,50,0.38
OKC,NYK,2022-11-21,17,14,50,0.28
LAC,UTA,2022-11-21,18,16,45,0.3555555555555555
UTA,LAC,2022-11-21,19,20,50,0.4
BKN,PHI,2022-11-22,18,8,38,0.2105263157894736
PHI,BKN,2022-11-22,17,24,57,0.4210526315789473
DEN,DET,2022-11-22,17,19,48,0.3958333333333333
DET,DEN,2022-11-22,19,15,43,0.3488372093023256
SAC,MEM,2022-11-22,16,15,53,0.2830188679245283
MEM,SAC,2022-11-22,18,15,55,0.2727272727272727
LAL,PHX,2022-11-22,16,10,52,0.1923076923076923
PHX,LAL,2022-11-22,17,12,55,0.2181818181818181
PHI,CHA,2022-11-23,18,13,49,0.2653061224489796
CHA,PHI,2022-11-23,19,16,55,0.2909090909090909
CLE,POR,2022-11-23,18,12,35,0.3428571428571428
POR,CLE,2022-11-23,18,12,43,0.2790697674418604
MIN,IND,2022-11-23,18,10,31,0.3225806451612903
IND,MIN,2022-11-23,17,18,60,0.3
ATL,SAC,2022-11-23,18,13,52,0.25
SAC,ATL,2022-11-23,17,15,54,0.2777777777777778
BOS,DAL,2022-11-23,18,8,39,0.2051282051282051
DAL,BOS,2022-11-23,17,9,42,0.2142857142857142
MIA,WAS,2022-11-23,19,18,56,0.3214285714285714
WAS,MIA,2022-11-23,18,12,53,0.2264150943396226
BKN,TOR,2022-11-23,19,9,38,0.2368421052631578
TOR,BKN,2022-11-23,18,30,69,0.4347826086956521
CHI,MIL,2022-11-23,18,7,46,0.1521739130434782
MIL,CHI,2022-11-23,17,18,54,0.3333333333333333
DEN,OKC,2022-11-23,18,20,50,0.4
OKC,DEN,2022-11-23,18,16,56,0.2857142857142857
NOP,SAS,2022-11-23,18,11,41,0.2682926829268293
SAS,NOP,2022-11-23,19,13,50,0.26
UTA,DET,2022-11-23,20,13,44,0.2954545454545454
DET,UTA,2022-11-23,20,14,46,0.3043478260869565
GSW,LAC,2022-11-23,19,15,50,0.3
LAC,GSW,2022-11-23,19,16,50,0.32
GSW,UTA,2022-11-25,20,21,50,0.42
UTA,GSW,2022-11-25,21,16,51,0.3137254901960784
PHX,DET,2022-11-25,18,15,48,0.3125
DET,PHX,2022-11-25,21,21,54,0.3888888888888889
LAL,SAS,2022-11-25,17,14,46,0.3043478260869565
SAS,LAL,2022-11-25,20,22,64,0.34375
CHI,OKC,2022-11-25,19,16,58,0.2758620689655172
OKC,CHI,2022-11-25,19,14,52,0.2692307692307692
CLE,MIL,2022-11-25,19,14,54,0.2592592592592592
MIL,CLE,2022-11-25,18,11,44,0.25
NOP,MEM,2022-11-25,19,14,50,0.28
MEM,NOP,2022-11-25,19,16,49,0.3265306122448979
ATL,HOU,2022-11-25,19,9,48,0.1875
HOU,ATL,2022-11-25,18,25,49,0.5102040816326531
MIA,WAS,2022-11-25,20,14,48,0.2916666666666667
WAS,MIA,2022-11-25,19,19,56,0.3392857142857143
BKN,IND,2022-11-25,20,6,42,0.1428571428571428
IND,BKN,2022-11-25,18,9,46,0.1956521739130435
BOS,SAC,2022-11-25,19,6,43,0.1395348837209302
SAC,BOS,2022-11-25,18,17,53,0.320754716981132
NYK,POR,2022-11-25,19,19,60,0.3166666666666666
POR,NYK,2022-11-25,19,16,49,0.3265306122448979
ORL,PHI,2022-11-25,19,14,48,0.2916666666666667
PHI,ORL,2022-11-25,19,15,44,0.3409090909090909
MIN,CHA,2022-11-25,19,13,56,0.2321428571428571
CHA,MIN,2022-11-25,20,15,52,0.2884615384615384
DEN,LAC,2022-11-25,19,14,47,0.2978723404255319
LAC,DEN,2022-11-25,20,7,36,0.1944444444444444
DAL,TOR,2022-11-26,18,7,40,0.175
TOR,DAL,2022-11-26,19,20,53,0.3773584905660377
HOU,OKC,2022-11-26,19,13,41,0.3170731707317073
OKC,HOU,2022-11-26,20,18,61,0.2950819672131147
LAL,SAS,2022-11-26,18,6,36,0.1666666666666666
SAS,LAL,2022-11-26,21,18,55,0.3272727272727272
PHX,UTA,2022-11-26,19,19,54,0.3518518518518518
UTA,PHX,2022-11-26,22,10,43,0.2325581395348837
BKN,POR,2022-11-27,21,5,38,0.131578947368421
POR,BKN,2022-11-27,20,14,48,0.2916666666666667
GSW,MIN,2022-11-27,21,9,38,0.2368421052631578
MIN,GSW,2022-11-27,20,10,52,0.1923076923076923
LAC,IND,2022-11-27,21,21,54,0.3888888888888889
IND,LAC,2022-11-27,19,12,59,0.2033898305084746
ATL,MIA,2022-11-27,20,11,54,0.2037037037037037
MIA,ATL,2022-11-27,21,7,44,0.1590909090909091
BOS,WAS,2022-11-27,20,13,36,0.3611111111111111
WAS,BOS,2022-11-27,20,9,41,0.2195121951219512
CLE,DET,2022-11-27,20,15,47,0.3191489361702128
DET,CLE,2022-11-27,22,15,49,0.3061224489795918
NYK,MEM,2022-11-27,20,12,47,0.2553191489361702
MEM,NYK,2022-11-27,20,21,53,0.3962264150943396
ORL,PHI,2022-11-27,20,9,47,0.1914893617021276
PHI,ORL,2022-11-27,20,7,29,0.2413793103448276
DAL,MIL,2022-11-27,19,9,43,0.2093023255813953
MIL,DAL,2022-11-27,19,11,40,0.275
ATL,PHI,2022-11-28,21,11,39,0.282051282051282
PHI,ATL,2022-11-28,21,11,47,0.2340425531914893
MIN,WAS,2022-11-28,21,18,46,0.391304347826087
WAS,MIN,2022-11-28,21,8,40,0.2
BOS,CHA,2022-11-28,21,13,38,0.3421052631578947
CHA,BOS,2022-11-28,21,15,46,0.3260869565217391
BKN,ORL,2022-11-28,22,10,39,0.2564102564102564
ORL,BKN,2022-11-28,21,12,47,0.2553191489361702
CLE,TOR,2022-11-28,21,16,58,0.2758620689655172
TOR,CLE,2022-11-28,20,12,47,0.2553191489361702
NOP,OKC,2022-11-28,20,17,49,0.3469387755102041
OKC,NOP,2022-11-28,21,21,58,0.3620689655172414
